Invoice Number,Vendor Name,GSTIN,Date,Taxable Amount,CGST,SGST,IGST,Total Amount
INV-2024-0466,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-02-17,831985,0,0,149757.3,981742.3
INV-2024-0467,Enterprise 43 Ltd,05AAACC0043A1Z3,2023-12-08,667719,0,0,120189.42,787908.42
INV-2024-0468,Global Corp,22BBBB0000A1Z5,2024-02-09,552264,0,0,99407.52,651671.52
INV-2024-0469,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-12-21,318701,0,0,57366.18,376067.18
INV-2024-0470,Enterprise 28 Ltd,03AAACC0028A1Z7,2024-01-04,378099,0,0,68057.82,446156.82
INV-2024-0471,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-03-13,170621,15355.89,15355.89,0,201332.78
INV-2024-0472,Enterprise 11 Ltd,09AAACC0011A1Z6,2023-11-20,812233,73100.97,73100.97,0,958434.94
INV-2024-0473,Enterprise 28 Ltd,03AAACC0028A1Z7,2023-12-03,598937,0,0,107808.66,706745.66
INV-2024-0474,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-01-27,624823,56234.07,56234.07,0,737291.14
INV-2024-0475,Enterprise 15 Ltd,02AAACC0015A1Z7,2024-01-01,512787,46150.83,46150.83,0,605088.66
INV-2024-0476,Enterprise 15 Ltd,02AAACC0015A1Z7,2024-01-01,677348,60961.32,60961.32,0,799270.64
INV-2024-0477,Nexus Traders,09GGGG5555A1Z7,2024-01-16,600426,0,0,108076.68,708502.68
INV-2024-0478,Enterprise 18 Ltd,09AAACC0018A1Z2,2024-03-03,217335,19560.15,19560.15,0,256455.3
INV-2024-0479,Enterprise 11 Ltd,09AAACC0011A1Z6,2023-12-28,217594,0,0,39166.92,256760.92
INV-2024-0480,Enterprise 20 Ltd,05AAACC0020A1Z0,2023-12-06,113554,10219.86,10219.86,0,133993.72
INV-2024-0481,Enterprise 32 Ltd,05AAACC0032A1Z3,2023-11-07,859072,0,0,154632.96,1013704.96
INV-2024-0482,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-01-20,160475,0,0,28885.5,189360.5
INV-2024-0483,Enterprise 4 Ltd,07AAACC0004A1Z3,2023-12-18,374154,33673.86,33673.86,0,441501.72
INV-2024-0484,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-12-25,898478,0,0,161726.04,1060204.04
INV-2024-0485,Enterprise 2 Ltd,08AAACC0002A1Z5,2023-12-04,711568,0,0,128082.24,839650.24
INV-2024-0486,Enterprise 43 Ltd,05AAACC0043A1Z3,2024-03-27,578456,0,0,104122.08,682578.08
INV-2024-0487,Global Corp,22BBBB0000A1Z5,2024-03-25,772330,0,0,139019.4,911349.4
INV-2024-0488,Enterprise 37 Ltd,01AAACC0037A1Z0,2024-03-06,205761,0,0,37036.98,242797.98
INV-2024-0489,Enterprise 13 Ltd,01AAACC0013A1Z8,2023-12-23,286337,25770.33,25770.33,0,337877.66
INV-2024-0490,Enterprise 12 Ltd,01AAACC0012A1Z4,2023-12-04,331354,0,0,59643.72,390997.72
INV-2024-0491,Enterprise 14 Ltd,03AAACC0014A1Z5,2024-03-25,704841,0,0,126871.38,831712.38
INV-2024-0492,Enterprise 25 Ltd,08AAACC0025A1Z3,2024-01-06,247249,0,0,44504.82,291753.82
INV-2024-0493,Enterprise 41 Ltd,01AAACC0041A1Z2,2024-01-11,340065,30605.85,30605.85,0,401276.7
INV-2024-0494,Enterprise 8 Ltd,03AAACC0008A1Z8,2024-01-04,570970,51387.3,51387.3,0,673744.6
INV-2024-0495,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-03-07,873848,0,0,157292.64,1031140.64
INV-2024-0496,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-02-01,254406,0,0,45793.08,300199.08
INV-2024-0497,Apex Logistics,21CCCC1111A1Z2,2024-01-06,798274,71844.66,71844.66,0,941963.32
INV-2024-0498,Enterprise 9 Ltd,02AAACC0009A1Z6,2024-02-02,622323,56009.07,56009.07,0,734341.14
INV-2024-0499,Enterprise 4 Ltd,07AAACC0004A1Z3,2024-01-22,514115,0,0,92540.7,606655.7
INV-2024-0500,Enterprise 42 Ltd,02AAACC0042A1Z5,2023-12-10,860534,0,0,154896.12,1015430.12
INV-2024-0501,Enterprise 12 Ltd,01AAACC0012A1Z4,2023-11-01,795781,0,0,143240.58,939021.58
INV-2024-0502,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-03-02,769610,0,0,138529.8,908139.8
INV-2024-0503,Enterprise 26 Ltd,02AAACC0026A1Z3,2024-01-28,645396,58085.64,58085.64,0,761567.28
INV-2024-0504,Enterprise 35 Ltd,03AAACC0035A1Z6,2023-11-21,555357,49982.13,49982.13,0,655321.26
INV-2024-0505,Enterprise 4 Ltd,07AAACC0004A1Z3,2023-11-13,323932,29153.88,29153.88,0,382239.76
INV-2024-0506,Enterprise 23 Ltd,01AAACC0023A1Z7,2023-11-08,39819,3583.71,3583.71,0,46986.42
INV-2024-0507,Enterprise 37 Ltd,01AAACC0037A1Z0,2024-02-07,835211,0,0,150337.98,985548.98
INV-2024-0508,Enterprise 16 Ltd,08AAACC0016A1Z7,2024-03-05,355514,31996.26,31996.26,0,419506.52
INV-2024-0509,Enterprise 31 Ltd,09AAACC0031A1Z6,2023-12-16,391082,35197.38,35197.38,0,461476.76
INV-2024-0510,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-01-21,47371,0,0,8526.78,55897.78
INV-2024-0511,Enterprise 40 Ltd,03AAACC0040A1Z7,2024-03-05,902113,81190.17,81190.17,0,1064493.34
INV-2024-0512,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-01-12,667024,0,0,120064.32,787088.32
INV-2024-0513,Enterprise 36 Ltd,06AAACC0036A1Z4,2023-11-02,412542,37128.78,37128.78,0,486799.56
INV-2024-0514,Enterprise 9 Ltd,02AAACC0009A1Z6,2024-01-09,413233,37190.97,37190.97,0,487614.94
INV-2024-0515,Enterprise 16 Ltd,08AAACC0016A1Z7,2023-12-09,865208,0,0,155737.44,1020945.44
INV-2024-0516,Enterprise 21 Ltd,05AAACC0021A1Z8,2024-02-06,79492,0,0,14308.56,93800.56
INV-2024-0517,Enterprise 18 Ltd,09AAACC0018A1Z2,2023-12-26,190932,17183.88,17183.88,0,225299.76
INV-2024-0518,Enterprise 13 Ltd,01AAACC0013A1Z8,2024-01-25,329825,0,0,59368.5,389193.5
INV-2024-0519,Enterprise 21 Ltd,05AAACC0021A1Z8,2024-02-15,748126,0,0,134662.68,882788.68
INV-2024-0520,Enterprise 16 Ltd,08AAACC0016A1Z7,2024-01-03,699884,0,0,125979.12,825863.12
INV-2024-0521,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-01-18,265004,23850.36,23850.36,0,312704.72
INV-2024-0522,Enterprise 35 Ltd,03AAACC0035A1Z6,2024-01-02,673985,60658.65,60658.65,0,795302.3
INV-2024-0523,TechNova Solutions,27AADCT1234E1Z1,2024-01-25,707255,63652.95,63652.95,0,834560.9
INV-2024-0524,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-03-19,87330,0,0,15719.4,103049.4
INV-2024-0525,Enterprise 24 Ltd,08AAACC0024A1Z4,2023-12-04,284565,25610.85,25610.85,0,335786.7
INV-2024-0526,Enterprise 14 Ltd,03AAACC0014A1Z5,2024-03-22,545559,0,0,98200.62,643759.62
INV-2024-0527,Enterprise 39 Ltd,03AAACC0039A1Z5,2024-03-28,76049,6844.41,6844.41,0,89737.82
INV-2024-0528,Nexus Traders,09GGGG5555A1Z7,2024-02-14,739690,66572.1,66572.1,0,872834.2
INV-2024-0529,Enterprise 16 Ltd,08AAACC0016A1Z7,2023-11-23,383261,0,0,68986.98,452247.98
INV-2024-0530,Enterprise 35 Ltd,03AAACC0035A1Z6,2024-02-22,823863,74147.67,74147.67,0,972158.34
INV-2024-0531,Enterprise 7 Ltd,01AAACC0007A1Z1,2024-03-21,687533,61877.97,61877.97,0,811288.94
INV-2024-0532,Enterprise 25 Ltd,08AAACC0025A1Z3,2023-11-15,81278,7315.02,7315.02,0,95908.04
INV-2024-0533,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-02-10,359995,0,0,64799.1,424794.1
INV-2024-0534,Enterprise 4 Ltd,07AAACC0004A1Z3,2024-02-04,291300,0,0,52434,343734
INV-2024-0535,Enterprise 14 Ltd,03AAACC0014A1Z5,2024-01-21,649281,0,0,116870.58,766151.58
INV-2024-0536,Enterprise 42 Ltd,02AAACC0042A1Z5,2024-01-23,814037,73263.33,73263.33,0,960563.66
INV-2024-0537,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-03-02,198459,17861.31,17861.31,0,234181.62
INV-2024-0538,Enterprise 28 Ltd,03AAACC0028A1Z7,2024-01-20,841333,0,0,151439.94,992772.94
INV-2024-0539,Enterprise 13 Ltd,01AAACC0013A1Z8,2024-03-28,751911,67671.99,67671.99,0,887254.98
INV-2024-0540,Enterprise 32 Ltd,05AAACC0032A1Z3,2024-01-10,864857,0,0,155674.26,1020531.26
INV-2024-0541,Enterprise 42 Ltd,02AAACC0042A1Z5,2023-12-07,274289,24686.01,24686.01,0,323661.02
INV-2024-0542,Enterprise 29 Ltd,01AAACC0029A1Z1,2023-12-22,469516,0,0,84512.88,554028.88
INV-2024-0543,Enterprise 24 Ltd,08AAACC0024A1Z4,2023-11-17,172138,15492.42,15492.42,0,203122.84
INV-2024-0544,Enterprise 40 Ltd,03AAACC0040A1Z7,2024-02-24,148959,13406.31,13406.31,0,175771.62
INV-2024-0545,Dynamic Dealers,24DDDD2222A1Z3,2023-12-26,816131,73451.79,73451.79,0,963034.58
INV-2024-0546,Enterprise 1 Ltd,03AAACC0001A1Z3,2023-12-18,665200,0,0,119736,784936
INV-2024-0547,Enterprise 40 Ltd,03AAACC0040A1Z7,2023-11-17,855816,0,0,154046.88,1009862.88
INV-2024-0548,Prime Steels,33EEEE3333A1Z4,2024-02-04,284780,25630.2,25630.2,0,336040.4
INV-2024-0549,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-03-08,602704,0,0,108486.72,711190.72
INV-2024-0550,Enterprise 28 Ltd,03AAACC0028A1Z7,2023-12-08,383792,34541.28,34541.28,0,452874.56
INV-2024-0551,Enterprise 15 Ltd,02AAACC0015A1Z7,2023-12-18,907144,81642.96,81642.96,0,1070429.92
INV-2024-0552,Enterprise 30 Ltd,04AAACC0030A1Z2,2024-01-05,454925,0,0,81886.5,536811.5
INV-2024-0553,Enterprise 7 Ltd,01AAACC0007A1Z1,2024-01-28,392718,35344.62,35344.62,0,463407.24
INV-2024-0554,Enterprise 5 Ltd,06AAACC0005A1Z7,2023-12-18,184528,16607.52,16607.52,0,217743.04
INV-2024-0555,Enterprise 39 Ltd,03AAACC0039A1Z5,2023-11-06,526061,47345.49,47345.49,0,620751.98
INV-2024-0556,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-11-14,738580,0,0,132944.4,871524.4
INV-2024-0557,Enterprise 8 Ltd,03AAACC0008A1Z8,2023-12-20,385672,34710.48,34710.48,0,455092.96
INV-2024-0558,Enterprise 23 Ltd,01AAACC0023A1Z7,2023-11-07,442913,39862.17,39862.17,0,522637.34
INV-2024-0559,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-02-11,895945,80635.05,80635.05,0,1057215.1
INV-2024-0560,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-01-09,499119,44920.71,44920.71,0,588960.42
INV-2024-0561,Global Corp,22BBBB0000A1Z5,2024-02-24,707932,63713.88,63713.88,0,835359.76
INV-2024-0562,Enterprise 22 Ltd,09AAACC0022A1Z0,2023-12-20,502853,0,0,90513.54,593366.54
INV-2024-0563,Enterprise 37 Ltd,01AAACC0037A1Z0,2023-11-11,804167,72375.03,72375.03,0,948917.06
INV-2024-0564,Nexus Traders,09GGGG5555A1Z7,2024-01-28,842340,0,0,151621.2,993961.2
INV-2024-0565,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-02-06,333215,0,0,59978.7,393193.7
INV-2024-0566,Apex Logistics,21CCCC1111A1Z2,2024-02-21,382775,34449.75,34449.75,0,451674.5
INV-2024-0567,Enterprise 33 Ltd,02AAACC0033A1Z5,2023-11-01,285049,25654.41,25654.41,0,336357.82
INV-2024-0568,Enterprise 23 Ltd,01AAACC0023A1Z7,2023-12-25,356872,32118.48,32118.48,0,421108.96
INV-2024-0569,Enterprise 13 Ltd,01AAACC0013A1Z8,2024-03-02,781971,0,0,140754.78,922725.78
INV-2024-0570,Enterprise 35 Ltd,03AAACC0035A1Z6,2024-03-04,653266,0,0,117587.88,770853.88
INV-2024-0571,Enterprise 36 Ltd,06AAACC0036A1Z4,2023-12-23,457864,41207.76,41207.76,0,540279.52
INV-2024-0572,Apex Logistics,21CCCC1111A1Z2,2024-01-03,137154,12343.86,12343.86,0,161841.72
INV-2024-0573,Enterprise 26 Ltd,02AAACC0026A1Z3,2023-12-17,462390,41615.1,41615.1,0,545620.2
INV-2024-0574,Rapid Delivery,14FFFF4444A1Z6,2024-02-16,298662,26879.58,26879.58,0,352421.16
INV-2024-0575,Enterprise 33 Ltd,02AAACC0033A1Z5,2024-01-10,691926,62273.34,62273.34,0,816472.68
INV-2024-0576,Enterprise 1 Ltd,03AAACC0001A1Z3,2024-03-28,131484,11833.56,11833.56,0,155151.12
INV-2024-0577,Enterprise 18 Ltd,09AAACC0018A1Z2,2023-11-10,462549,41629.41,41629.41,0,545807.82
INV-2024-0578,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-03-15,787905,70911.45,70911.45,0,929727.9
INV-2024-0579,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-02-08,825097,74258.73,74258.73,0,973614.46
INV-2024-0580,Enterprise 30 Ltd,04AAACC0030A1Z2,2024-01-24,170075,0,0,30613.5,200688.5
INV-2024-0581,Enterprise 43 Ltd,05AAACC0043A1Z3,2024-03-09,558044,0,0,100447.92,658491.92
INV-2024-0582,Enterprise 2 Ltd,08AAACC0002A1Z5,2023-12-03,902478,81223.02,81223.02,0,1064924.04
INV-2024-0583,Rapid Delivery,14FFFF4444A1Z6,2024-03-15,101717,0,0,18309.06,120026.06
INV-2024-0584,Enterprise 4 Ltd,07AAACC0004A1Z3,2024-02-02,281574,0,0,50683.32,332257.32
INV-2024-0585,TechNova Solutions,27AADCT1234E1Z1,2024-03-03,72897,0,0,13121.46,86018.46
INV-2024-0586,Enterprise 18 Ltd,09AAACC0018A1Z2,2024-02-16,706180,63556.2,63556.2,0,833292.4
INV-2024-0587,Enterprise 16 Ltd,08AAACC0016A1Z7,2024-02-03,164445,14800.05,14800.05,0,194045.1
INV-2024-0588,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-03-15,897299,80756.91,80756.91,0,1058812.82
INV-2024-0589,Enterprise 1 Ltd,03AAACC0001A1Z3,2024-02-10,382338,0,0,68820.84,451158.84
INV-2024-0590,Enterprise 26 Ltd,02AAACC0026A1Z3,2024-02-17,402071,36186.39,36186.39,0,474443.78
INV-2024-0591,Enterprise 36 Ltd,06AAACC0036A1Z4,2023-12-15,707997,63719.73,63719.73,0,835436.46
INV-2024-0592,Dynamic Dealers,24DDDD2222A1Z3,2024-02-06,701635,63147.15,63147.15,0,827929.3
INV-2024-0593,Enterprise 33 Ltd,02AAACC0033A1Z5,2024-03-09,145784,13120.56,13120.56,0,172025.12
INV-2024-0594,Enterprise 15 Ltd,02AAACC0015A1Z7,2024-01-07,304241,0,0,54763.38,359004.38
INV-2024-0595,Enterprise 11 Ltd,09AAACC0011A1Z6,2024-02-24,860766,0,0,154937.88,1015703.88
INV-2024-0596,Enterprise 17 Ltd,04AAACC0017A1Z7,2023-11-02,576414,51877.26,51877.26,0,680168.52
INV-2024-0597,Enterprise 18 Ltd,09AAACC0018A1Z2,2024-01-28,716612,0,0,128990.16,845602.16
INV-2024-0598,Enterprise 19 Ltd,01AAACC0019A1Z1,2023-11-11,556577,0,0,100183.86,656760.86
INV-2024-0599,Enterprise 8 Ltd,03AAACC0008A1Z8,2024-02-18,599923,0,0,107986.14,707909.14
INV-2024-0600,Enterprise 28 Ltd,03AAACC0028A1Z7,2023-12-21,359391,0,0,64690.38,424081.38
INV-2024-0601,Enterprise 27 Ltd,08AAACC0027A1Z8,2024-01-22,357710,0,0,64387.8,422097.8
INV-2024-0602,Enterprise 25 Ltd,08AAACC0025A1Z3,2024-01-09,417738,0,0,75192.84,492930.84
INV-2024-0603,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-02-05,790379,71134.11,71134.11,0,932647.22
INV-2024-0604,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-02-03,264288,0,0,47571.84,311859.84
INV-2024-0605,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-03-17,902179,0,0,162392.22,1064571.22
INV-2024-0606,Enterprise 2 Ltd,08AAACC0002A1Z5,2024-02-10,285163,0,0,51329.34,336492.34
INV-2024-0607,Enterprise 33 Ltd,02AAACC0033A1Z5,2024-02-15,452478,40723.02,40723.02,0,533924.04
INV-2024-0608,Enterprise 13 Ltd,01AAACC0013A1Z8,2023-12-19,219187,0,0,39453.66,258640.66
INV-2024-0609,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-02-25,448820,0,0,80787.6,529607.6
INV-2024-0610,Enterprise 37 Ltd,01AAACC0037A1Z0,2024-01-14,541059,48695.31,48695.31,0,638449.62
INV-2024-0611,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-01-25,502132,0,0,90383.76,592515.76
INV-2024-0612,Enterprise 34 Ltd,01AAACC0034A1Z6,2023-11-01,117047,0,0,21068.46,138115.46
INV-2024-0613,Enterprise 39 Ltd,03AAACC0039A1Z5,2024-02-10,791533,71237.97,71237.97,0,934008.94
INV-2024-0614,Nexus Traders,09GGGG5555A1Z7,2024-02-25,211164,0,0,38009.52,249173.52
INV-2024-0615,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-02-01,599085,53917.65,53917.65,0,706920.3
INV-2024-0616,Rapid Delivery,14FFFF4444A1Z6,2024-03-27,95218,0,0,17139.24,112357.24
INV-2024-0617,Enterprise 23 Ltd,01AAACC0023A1Z7,2024-02-02,165761,0,0,29836.98,195597.98
INV-2024-0618,Apex Logistics,21CCCC1111A1Z2,2023-12-19,34394,0,0,6190.92,40584.92
INV-2024-0619,Enterprise 24 Ltd,08AAACC0024A1Z4,2023-11-28,177841,0,0,32011.38,209852.38
INV-2024-0620,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-02-13,886677,79800.93,79800.93,0,1046278.86
INV-2024-0621,Enterprise 6 Ltd,02AAACC0006A1Z2,2023-11-16,873892,78650.28,78650.28,0,1031192.56
INV-2024-0622,Enterprise 31 Ltd,09AAACC0031A1Z6,2023-12-01,214538,19308.42,19308.42,0,253154.84
INV-2024-0623,Enterprise 40 Ltd,03AAACC0040A1Z7,2024-02-17,56484,0,0,10167.12,66651.12
INV-2024-0624,Enterprise 4 Ltd,07AAACC0004A1Z3,2023-11-18,486700,0,0,87606,574306
INV-2024-0625,Enterprise 31 Ltd,09AAACC0031A1Z6,2024-02-05,98421,8857.89,8857.89,0,116136.78
INV-2024-0626,Prime Steels,33EEEE3333A1Z4,2023-11-27,664766,0,0,119657.88,784423.88
INV-2024-0627,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-03-10,829559,74660.31,74660.31,0,978879.62
INV-2024-0628,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-03-09,827175,74445.75,74445.75,0,976066.5
INV-2024-0629,Apex Logistics,21CCCC1111A1Z2,2023-12-27,367880,0,0,66218.4,434098.4
INV-2024-0630,Enterprise 14 Ltd,03AAACC0014A1Z5,2024-02-26,88050,7924.5,7924.5,0,103899
INV-2024-0631,Enterprise 31 Ltd,09AAACC0031A1Z6,2024-01-15,684684,61621.56,61621.56,0,807927.12
INV-2024-0632,Enterprise 7 Ltd,01AAACC0007A1Z1,2023-11-20,76708,6903.72,6903.72,0,90515.44
INV-2024-0633,Enterprise 5 Ltd,06AAACC0005A1Z7,2023-12-12,787114,0,0,141680.52,928794.52
INV-2024-0634,Enterprise 6 Ltd,02AAACC0006A1Z2,2023-12-13,638031,57422.79,57422.79,0,752876.58
INV-2024-0635,Enterprise 33 Ltd,02AAACC0033A1Z5,2024-03-09,649964,58496.76,58496.76,0,766957.52
INV-2024-0636,Enterprise 1 Ltd,03AAACC0001A1Z3,2023-12-12,168453,15160.77,15160.77,0,198774.54
INV-2024-0637,TechNova Solutions,27AADCT1234E1Z1,2024-01-03,169046,15214.14,15214.14,0,199474.28
INV-2024-0638,Enterprise 22 Ltd,09AAACC0022A1Z0,2023-12-25,119706,0,0,21547.08,141253.08
INV-2024-0639,Enterprise 37 Ltd,01AAACC0037A1Z0,2024-01-16,784277,70584.93,70584.93,0,925446.86
INV-2024-0640,Enterprise 36 Ltd,06AAACC0036A1Z4,2023-11-08,187092,0,0,33676.56,220768.56
INV-2024-0641,Nexus Traders,09GGGG5555A1Z7,2023-12-25,532224,0,0,95800.32,628024.32
INV-2024-0642,Enterprise 22 Ltd,09AAACC0022A1Z0,2023-11-14,123437,0,0,22218.66,145655.66
INV-2024-0643,Enterprise 42 Ltd,02AAACC0042A1Z5,2023-12-23,783091,0,0,140956.38,924047.38
INV-2024-0644,Rapid Delivery,14FFFF4444A1Z6,2024-02-06,180692,0,0,32524.56,213216.56
INV-2024-0645,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-02-11,102725,0,0,18490.5,121215.5
INV-2024-0646,Enterprise 27 Ltd,08AAACC0027A1Z8,2023-12-15,673418,60607.62,60607.62,0,794633.24
INV-2024-0647,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-01-26,252235,22701.15,22701.15,0,297637.3
INV-2024-0648,Nexus Traders,09GGGG5555A1Z7,2023-12-12,234421,21097.89,21097.89,0,276616.78
INV-2024-0649,Prime Steels,33EEEE3333A1Z4,2023-11-12,315215,28369.35,28369.35,0,371953.7
INV-2024-0650,Enterprise 35 Ltd,03AAACC0035A1Z6,2023-12-28,820376,0,0,147667.68,968043.68
INV-2024-0651,Enterprise 9 Ltd,02AAACC0009A1Z6,2023-12-10,862598,0,0,155267.64,1017865.64
INV-2024-0652,Enterprise 21 Ltd,05AAACC0021A1Z8,2023-11-19,424203,0,0,76356.54,500559.54
INV-2024-0653,Enterprise 43 Ltd,05AAACC0043A1Z3,2023-12-10,707816,0,0,127406.88,835222.88
INV-2024-0654,Enterprise 33 Ltd,02AAACC0033A1Z5,2023-12-26,430142,38712.78,38712.78,0,507567.56
INV-2024-0655,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-02-08,393411,35406.99,35406.99,0,464224.98
INV-2024-0656,TechNova Solutions,27AADCT1234E1Z1,2024-01-10,93232,0,0,16781.76,110013.76
INV-2024-0657,Enterprise 24 Ltd,08AAACC0024A1Z4,2023-12-14,406569,36591.21,36591.21,0,479751.42
INV-2024-0658,Rapid Delivery,14FFFF4444A1Z6,2024-02-26,655313,58978.17,58978.17,0,773269.34
INV-2024-0659,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-03-21,703118,0,0,126561.24,829679.24
INV-2024-0660,Enterprise 14 Ltd,03AAACC0014A1Z5,2024-02-04,451341,40620.69,40620.69,0,532582.38
INV-2024-0661,Nexus Traders,09GGGG5555A1Z7,2023-11-22,40817,0,0,7347.06,48164.06
INV-2024-0662,Enterprise 3 Ltd,08AAACC0003A1Z5,2023-11-25,167174,15045.66,15045.66,0,197265.32
INV-2024-0663,Enterprise 42 Ltd,02AAACC0042A1Z5,2023-12-19,380520,0,0,68493.6,449013.6
INV-2024-0664,Enterprise 22 Ltd,09AAACC0022A1Z0,2023-11-05,530616,47755.44,47755.44,0,626126.88
INV-2024-0665,Enterprise 40 Ltd,03AAACC0040A1Z7,2023-11-04,35413,0,0,6374.34,41787.34
INV-2024-0666,Enterprise 28 Ltd,03AAACC0028A1Z7,2024-01-01,113378,0,0,20408.04,133786.04
INV-2024-0667,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-03-26,747323,67259.07,67259.07,0,881841.14
INV-2024-0668,Enterprise 16 Ltd,08AAACC0016A1Z7,2023-11-05,138311,12447.99,12447.99,0,163206.98
INV-2024-0669,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-02-02,211300,0,0,38034,249334
INV-2024-0670,Enterprise 31 Ltd,09AAACC0031A1Z6,2023-11-01,143944,12954.96,12954.96,0,169853.92
INV-2024-0671,Enterprise 30 Ltd,04AAACC0030A1Z2,2024-02-13,435201,39168.09,39168.09,0,513537.18
INV-2024-0672,Enterprise 16 Ltd,08AAACC0016A1Z7,2024-02-24,315480,0,0,56786.4,372266.4
INV-2024-0673,Enterprise 27 Ltd,08AAACC0027A1Z8,2023-11-12,190567,0,0,34302.06,224869.06
INV-2024-0674,Enterprise 9 Ltd,02AAACC0009A1Z6,2023-12-02,65305,5877.45,5877.45,0,77059.9
INV-2024-0675,Nexus Traders,09GGGG5555A1Z7,2024-01-17,91481,0,0,16466.58,107947.58
INV-2024-0676,Enterprise 36 Ltd,06AAACC0036A1Z4,2024-02-28,802981,72268.29,72268.29,0,947517.58
INV-2024-0677,Dynamic Dealers,24DDDD2222A1Z3,2023-11-13,256975,0,0,46255.5,303230.5
INV-2024-0678,TechNova Solutions,27AADCT1234E1Z1,2023-12-11,440504,0,0,79290.72,519794.72
INV-2024-0679,Enterprise 39 Ltd,03AAACC0039A1Z5,2023-12-14,96633,8696.97,8696.97,0,114026.94
INV-2024-0680,TechNova Solutions,27AADCT1234E1Z1,2023-12-24,577031,51932.79,51932.79,0,680896.58
INV-2024-0681,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-03-12,96289,8666.01,8666.01,0,113621.02
INV-2024-0682,Enterprise 39 Ltd,03AAACC0039A1Z5,2024-01-11,746463,0,0,134363.34,880826.34
INV-2024-0683,Enterprise 18 Ltd,09AAACC0018A1Z2,2024-03-19,716215,0,0,128918.7,845133.7
INV-2024-0684,Enterprise 36 Ltd,06AAACC0036A1Z4,2024-01-25,349092,0,0,62836.56,411928.56
INV-2024-0685,Enterprise 16 Ltd,08AAACC0016A1Z7,2023-11-26,907465,81671.85,81671.85,0,1070808.7
INV-2024-0686,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-03-15,544183,48976.47,48976.47,0,642135.94
INV-2024-0687,Enterprise 21 Ltd,05AAACC0021A1Z8,2023-12-26,202225,0,0,36400.5,238625.5
INV-2024-0688,Enterprise 5 Ltd,06AAACC0005A1Z7,2024-03-11,370476,0,0,66685.68,437161.68
INV-2024-0689,Enterprise 16 Ltd,08AAACC0016A1Z7,2024-02-20,752449,0,0,135440.82,887889.82
INV-2024-0690,Enterprise 13 Ltd,01AAACC0013A1Z8,2024-02-01,225076,20256.84,20256.84,0,265589.68
INV-2024-0691,Dynamic Dealers,24DDDD2222A1Z3,2024-03-02,561561,50540.49,50540.49,0,662641.98
INV-2024-0692,Enterprise 28 Ltd,03AAACC0028A1Z7,2023-11-03,821047,73894.23,73894.23,0,968835.46
INV-2024-0693,Enterprise 15 Ltd,02AAACC0015A1Z7,2023-12-07,114543,10308.87,10308.87,0,135160.74
INV-2024-0694,Enterprise 8 Ltd,03AAACC0008A1Z8,2023-12-13,323133,0,0,58163.94,381296.94
INV-2024-0695,Nexus Traders,09GGGG5555A1Z7,2024-03-24,312434,0,0,56238.12,368672.12
INV-2024-0696,Enterprise 26 Ltd,02AAACC0026A1Z3,2024-01-13,302331,0,0,54419.58,356750.58
INV-2024-0697,Enterprise 27 Ltd,08AAACC0027A1Z8,2024-01-15,681556,0,0,122680.08,804236.08
INV-2024-0698,Enterprise 9 Ltd,02AAACC0009A1Z6,2024-01-16,119349,10741.41,10741.41,0,140831.82
